/Users/engun/CLionProjects/PythonCppHomogeneousContainers/cmake-build-release/PythonCppHomogeneousContainers
Hello, World!
RSS(Mb): was:      5.410 now:     21.488 diff:    +16.078 Peak was:      5.410 now:     21.488 diff:    +16.078 test_perf_vector_to_py_list_multiple<bool>
RSS(Mb): was:     21.488 now:     37.461 diff:    +15.973 Peak was:     21.488 now:     37.500 diff:    +16.012 test_perf_vector_to_py_list_multiple<long>
RSS(Mb): was:     37.461 now:     25.738 diff:    -11.723 Peak was:     37.500 now:     65.926 diff:    +28.426 test_perf_vector_to_py_list_multiple<double>
RSS(Mb): was:     25.738 now:     31.934 diff:     +6.195 Peak was:     65.926 now:     65.926 diff:     +0.000 test_perf_py_list_to_vector_multiple<bool>
RSS(Mb): was:     31.934 now:     25.777 diff:     -6.156 Peak was:     65.926 now:     65.926 diff:     +0.000 test_perf_py_list_to_vector_multiple<long>
RSS(Mb): was:     25.777 now:     25.824 diff:     +0.047 Peak was:     65.926 now:     65.926 diff:     +0.000 test_perf_py_list_to_vector_multiple<double>
RSS(Mb): was:     25.824 now:    183.066 diff:   +157.242 Peak was:     65.926 now:   9303.777 diff:  +9237.852 test_perf_vector_string_to_py_list_multiple
RSS(Mb): was:    183.066 now:    170.711 diff:    -12.355 Peak was:   9303.777 now:   9303.777 diff:     +0.000 test_perf_py_list_to_vector_string_multiple
====RSS(Mb): was:      5.410 now:    170.715 diff:   +165.305 Peak was:      5.410 now:   9303.777 diff:  +9298.367 ==== test_performance.cpp
Number of tests: 294
REGEX_HEAD: "HEAD:\s+(\S+)\s+(\S+)\s+(\S+)\s+(\S+)\s+(\S+)\s+(\S+)\s+(\S+)\s+(\S+)\s+(\S+)\s+(\S+)"
REGEX_TEST: "TEST:\s+(\d+)\s+(\d+)\s+(\d+)\s+([0-9+-.]+)\s+([0-9+-.]+)\s+([0-9+-.]+)\s+([0-9+-.]+)\s+(\d+)\s+([0-9+-.]+)\s+(\S+)"
REGEX_TAIL: "TAIL:\s+(.+)"
HEAD: Fail   Scale  Repeat         Mean(s)     Std.Dev.(s)         Min.(s)         Max.(s)     Count      Rate(/s) Name
TEST:    0 1048576       5     0.006952191     0.000072789     0.006868468     0.007072422         5         719.2 test_py_list_to_vector_multiple<bool>[1048576]
TEST:    0       1       5     0.000002715     0.000005302     0.000000048     0.000013320         5     1841824.1 test_py_list_to_vector_multiple<long>[1]
TEST:    0       2       5     0.000000091     0.000000036     0.000000067     0.000000163         5    54764512.6 test_py_list_to_vector_multiple<long>[2]
TEST:    0       4       5     0.000000104     0.000000033     0.000000081     0.000000169         5    47846890.0 test_py_list_to_vector_multiple<long>[4]
TEST:    0       8       5     0.000000156     0.000000043     0.000000129     0.000000241         5    31989763.3 test_py_list_to_vector_multiple<long>[8]
TEST:    0      16       5     0.000000234     0.000000022     0.000000222     0.000000279         5    21340162.2 test_py_list_to_vector_multiple<long>[16]
TEST:    0      32       5     0.000000420     0.000000031     0.000000403     0.000000483         5    11901928.1 test_py_list_to_vector_multiple<long>[32]
TEST:    0      64       5     0.000000786     0.000000046     0.000000762     0.000000879         5     6363752.1 test_py_list_to_vector_multiple<long>[64]
TEST:    0     128       5     0.000001516     0.000000065     0.000001456     0.000001641         5     3298370.6 test_py_list_to_vector_multiple<long>[128]
TEST:    0     256       5     0.000002983     0.000000062     0.000002926     0.000003096         5     1676221.1 test_py_list_to_vector_multiple<long>[256]
TEST:    0     512       5     0.000005830     0.000000188     0.000005477     0.000006019         5      857618.2 test_py_list_to_vector_multiple<long>[512]
TEST:    0    1024       5     0.000011724     0.000000210     0.000011320     0.000011938         5      426472.0 test_py_list_to_vector_multiple<long>[1024]
TEST:    0    2048       5     0.000022822     0.000000186     0.000022661     0.000023052         5      219082.0 test_py_list_to_vector_multiple<long>[2048]
TEST:    0    4096       5     0.000049348     0.000005583     0.000046070     0.000060483         5      101320.6 test_py_list_to_vector_multiple<long>[4096]
TEST:    0    8192       5     0.000099343     0.000013332     0.000092192     0.000125965         5       50330.9 test_py_list_to_vector_multiple<long>[8192]
TEST:    0   16384       5     0.000198251     0.000026809     0.000181909     0.000251751         5       25220.5 test_py_list_to_vector_multiple<long>[16384]
TEST:    0   32768       5     0.000392282     0.000014473     0.000379405     0.000419625         5       12745.9 test_py_list_to_vector_multiple<long>[32768]
TEST:    0   65536       5     0.000816422     0.000094613     0.000726464     0.000984384         5        6124.3 test_py_list_to_vector_multiple<long>[65536]
TEST:    0  131072       5     0.001711317     0.000188991     0.001563591     0.002078671         5        2921.7 test_py_list_to_vector_multiple<long>[131072]
TEST:    0  262144       5     0.003547741     0.000329053     0.003281154     0.004181993         5        1409.3 test_py_list_to_vector_multiple<long>[262144]
TEST:    0  524288       5     0.007713613     0.001364680     0.006574181     0.009850621         5         648.2 test_py_list_to_vector_multiple<long>[524288]
TEST:    0 1048576       5     0.018131949     0.002058669     0.015563439     0.021782396         5         275.8 test_py_list_to_vector_multiple<long>[1048576]
TEST:    0       1       5     0.000001358     0.000002602     0.000000045     0.000006561         5     3680530.0 test_py_list_to_vector_multiple<double>[1]
TEST:    0       2       5     0.000000075     0.000000034     0.000000056     0.000000144         5    66225165.6 test_py_list_to_vector_multiple<double>[2]
TEST:    0       4       5     0.000000091     0.000000023     0.000000074     0.000000134         5    55126791.6 test_py_list_to_vector_multiple<double>[4]
TEST:    0       8       5     0.000000140     0.000000039     0.000000117     0.000000219         5    35637918.7 test_py_list_to_vector_multiple<double>[8]
TEST:    0      16       5     0.000000202     0.000000041     0.000000177     0.000000284         5    24740227.6 test_py_list_to_vector_multiple<double>[16]
TEST:    0      32       5     0.000001168     0.000001672     0.000000327     0.000004511         5     4281921.7 test_py_list_to_vector_multiple<double>[32]
TEST:    0      64       5     0.000000639     0.000000074     0.000000593     0.000000787         5     7821054.3 test_py_list_to_vector_multiple<double>[64]
TEST:    0     128       5     0.000001169     0.000000052     0.000001126     0.000001270         5     4275331.3 test_py_list_to_vector_multiple<double>[128]
TEST:    0     256       5     0.000002256     0.000000018     0.000002232     0.000002279         5     2216410.3 test_py_list_to_vector_multiple<double>[256]
TEST:    0     512       5     0.000004409     0.000000055     0.000004312     0.000004453         5     1134069.7 test_py_list_to_vector_multiple<double>[512]
TEST:    0    1024       5     0.000008814     0.000000073     0.000008673     0.000008864         5      567272.9 test_py_list_to_vector_multiple<double>[1024]
TEST:    0    2048       5     0.000016922     0.000000114     0.000016792     0.000017112         5      295464.6 test_py_list_to_vector_multiple<double>[2048]
TEST:    0    4096       5     0.000038111     0.000005520     0.000035219     0.000049148         5      131195.4 test_py_list_to_vector_multiple<double>[4096]
TEST:    0    8192       5     0.000080601     0.000012013     0.000068469     0.000103498         5       62033.9 test_py_list_to_vector_multiple<double>[8192]
TEST:    0   16384       5     0.000237369     0.000111208     0.000137018     0.000420726         5       21064.2 test_py_list_to_vector_multiple<double>[16384]
