      Event        dEvent  Clock        What     File                                                                            line Function                                  RSS         dRSS
NEXT: 594860       +3      1246.795531  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138866688        -4096
NEXT: 594861       +1      1246.795535  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138854400       -12288
NEXT: 594862       +1      1246.795537  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138846208        -8192
NEXT: 594863       +1      1246.795540  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138825728       -20480
NEXT: 594864       +1      1246.795543  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138821632        -4096
NEXT: 594865       +1      1246.795546  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138797056       -24576
NEXT: 594866       +1      1246.795548  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138788864        -8192
NEXT: 594867       +1      1246.795551  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138780672        -8192
NEXT: 594868       +1      1246.795554  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138772480        -8192
NEXT: 594869       +1      1246.795556  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138756096       -16384
NEXT: 594870       +1      1246.795559  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138731520       -24576
NEXT: 594871       +1      1246.795562  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138723328        -8192
NEXT: 594872       +1      1246.795564  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138706944       -16384
PREV: 594873       +1      1246.795567  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138706944            0
NEXT: 594874       +2      1246.795570  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138698752        -8192
NEXT: 594875       +1      1246.795574  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138690560        -8192
PREV: 594876       +1      1246.795575  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138690560            0
NEXT: 594877       +2      1246.795592  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138674176       -16384
NEXT: 594878       +1      1246.795594  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138649600       -24576
NEXT: 594879       +1      1246.795598  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138625024       -24576
NEXT: 594880       +1      1246.795599  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138616832        -8192
NEXT: 594881       +1      1246.795603  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138592256       -24576
PREV: 594882       +1      1246.795606  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138592256            0
NEXT: 594883       +2      1246.795608  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138575872       -16384
NEXT: 594884       +1      1246.795611  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138559488       -16384
NEXT: 594885       +1      1246.795614  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138543104       -16384
PREV: 594886       +1      1246.795617  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138543104            0
NEXT: 594887       +2      1246.795619  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138526720       -16384
PREV: 594888       +1      1246.795622  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138526720            0
NEXT: 594889       +2      1246.795625  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138510336       -16384
NEXT: 594890       +1      1246.795628  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138493952       -16384
NEXT: 594891       +1      1246.795630  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138477568       -16384
NEXT: 594892       +1      1246.795633  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138465280       -12288
NEXT: 594893       +1      1246.795636  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138461184        -4096
NEXT: 594894       +1      1246.795639  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138444800       -16384
NEXT: 594895       +1      1246.795649  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138428416       -16384
PREV: 594896       +1      1246.795651  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138428416            0
NEXT: 594897       +2      1246.795655  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138412032       -16384
NEXT: 594898       +1      1246.795656  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138395648       -16384
NEXT: 594899       +1      1246.795660  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138379264       -16384
NEXT: 594900       +1      1246.795662  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138362880       -16384
PREV: 594901       +1      1246.795665  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138362880            0
NEXT: 594902       +2      1246.795668  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138346496       -16384
PREV: 594903       +1      1246.795671  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138346496            0
NEXT: 594904       +2      1246.795673  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138338304        -8192
NEXT: 594905       +1      1246.795676  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138330112        -8192
NEXT: 594906       +1      1246.795679  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138313728       -16384
NEXT: 594907       +1      1246.795682  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138297344       -16384
PREV: 594909       +2      1246.795687  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138297344            0
NEXT: 594910       +3      1246.795690  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138280960       -16384
NEXT: 594911       +1      1246.795692  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138264576       -16384
NEXT: 594912       +1      1246.795695  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138248192       -16384
PREV: 594915       +3      1246.795703  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138248192            0
NEXT: 594916       +4      1246.795706  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138231808       -16384
PREV: 594917       +1      1246.795716  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138231808            0
NEXT: 594918       +2      1246.795718  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138215424       -16384
PREV: 594921       +3      1246.795726  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138215424            0
NEXT: 594922       +4      1246.795728  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138199040       -16384
PREV: 594924       +2      1246.795733  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138199040            0
NEXT: 594925       +3      1246.795737  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138182656       -16384
PREV: 594928       +3      1246.795744  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138182656            0
NEXT: 594929       +4      1246.795746  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138166272       -16384
PREV: 594931       +2      1246.795752  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138166272            0
NEXT: 594932       +3      1246.795754  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138158080        -8192
NEXT: 594933       +1      1246.795757  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138149888        -8192
PREV: 594934       +1      1246.795760  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138149888            0
NEXT: 594935       +2      1246.795762  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138133504       -16384
NEXT: 594936       +1      1246.795765  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138117120       -16384
NEXT: 594937       +1      1246.795768  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138100736       -16384
NEXT: 594938       +1      1246.795771  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138084352       -16384
NEXT: 594939       +1      1246.795773  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138067968       -16384
PREV: 594940       +1      1246.795776  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138067968            0
NEXT: 594941       +2      1246.795779  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    138051584       -16384
NEXT: 594942       +1      1246.795804  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137953280       -98304
PREV: 594946       +4      1246.795815  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137953280            0
NEXT: 594947       +5      1246.795819  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137936896       -16384
NEXT: 594948       +1      1246.795820  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137928704        -8192
NEXT: 594949       +1      1246.795824  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137904128       -24576
PREV: 594950       +1      1246.795826  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137904128            0
NEXT: 594951       +2      1246.795829  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137887744       -16384
NEXT: 594952       +1      1246.795831  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137871360       -16384
NEXT: 594953       +1      1246.795835  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137854976       -16384
NEXT: 594954       +1      1246.795837  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137838592       -16384
NEXT: 594955       +1      1246.795840  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137822208       -16384
NEXT: 594956       +1      1246.795842  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137805824       -16384
NEXT: 594957       +1      1246.795846  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137789440       -16384
PREV: 594961       +4      1246.795856  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137789440            0
NEXT: 594962       +5      1246.795858  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137781248        -8192
NEXT: 594963       +1      1246.795861  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137773056        -8192
NEXT: 594964       +1      1246.795863  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137764864        -8192
NEXT: 594965       +1      1246.795867  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137756672        -8192
NEXT: 594966       +1      1246.795875  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137707520       -49152
NEXT: 594967       +1      1246.795878  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137691136       -16384
NEXT: 594968       +1      1246.795881  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137687040        -4096
NEXT: 594969       +1      1246.795884  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137674752       -12288
NEXT: 594970       +1      1246.795886  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137658368       -16384
NEXT: 594971       +1      1246.795890  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137641984       -16384
NEXT: 594972       +1      1246.795892  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137625600       -16384
NEXT: 594973       +1      1246.795895  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137609216       -16384
NEXT: 594974       +1      1246.795897  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137592832       -16384
NEXT: 594975       +1      1246.795901  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137576448       -16384
PREV: 594992       +17     1246.795941  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137576448            0
NEXT: 594993       +18     1246.795945  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137560064       -16384
NEXT: 594994       +1      1246.795947  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137543680       -16384
PREV: 594995       +1      1246.795950  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137543680            0
NEXT: 594996       +2      1246.795952  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137527296       -16384
NEXT: 594997       +1      1246.795956  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137510912       -16384
NEXT: 594998       +1      1246.795958  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137494528       -16384
NEXT: 594999       +1      1246.795961  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137478144       -16384
PREV: 595000       +1      1246.795963  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137478144            0
NEXT: 595001       +2      1246.795974  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137461760       -16384
NEXT: 595002       +1      1246.795977  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137445376       -16384
NEXT: 595003       +1      1246.795980  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137428992       -16384
NEXT: 595004       +1      1246.795983  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137412608       -16384
PREV: 595005       +1      1246.795986  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137412608            0
NEXT: 595006       +2      1246.795989  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137396224       -16384
NEXT: 595007       +1      1246.795992  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137379840       -16384
PREV: 595008       +1      1246.795994  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137379840            0
NEXT: 595009       +2      1246.795998  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137363456       -16384
NEXT: 595010       +1      1246.795999  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137347072       -16384
PREV: 595011       +1      1246.796003  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137347072            0
NEXT: 595012       +2      1246.796005  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137334784       -12288
NEXT: 595013       +1      1246.796008  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137314304       -20480
PREV: 595014       +1      1246.796014  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137314304            0
NEXT: 595015       +2      1246.796024  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137216000       -98304
NEXT: 595016       +1      1246.796028  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137199616       -16384
NEXT: 595017       +1      1246.796031  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137183232       -16384
PREV: 595018       +1      1246.796033  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137183232            0
NEXT: 595019       +2      1246.796036  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137166848       -16384
NEXT: 595020       +1      1246.796053  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    137101312       -65536
NEXT: 595021       +1      1246.796062  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    136577024      -524288
NEXT: 595022       +1      1246.796065  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    136560640       -16384
NEXT: 595023       +1      1246.796068  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    136544256       -16384
NEXT: 595024       +1      1246.796070  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    136527872       -16384
NEXT: 595025       +1      1246.796073  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    136511488       -16384
PREV: 595027       +2      1246.796078  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    136511488            0
NEXT: 595028       +3      1246.796081  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    136495104       -16384
NEXT: 595029       +1      1246.796085  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    136478720       -16384
NEXT: 595030       +1      1246.796087  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    136462336       -16384
NEXT: 595031       +1      1246.796090  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    136445952       -16384
PREV: 595032       +1      1246.796092  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    136445952            0
NEXT: 595033       +2      1246.796096  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    136429568       -16384
NEXT: 595034       +1      1246.796098  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    136413184       -16384
NEXT: 595035       +1      1246.796101  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    136396800       -16384
NEXT: 595036       +1      1246.796104  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    136380416       -16384
NEXT: 595037       +1      1246.796107  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    136364032       -16384
NEXT: 595038       +1      1246.796110  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    136347648       -16384
NEXT: 595039       +1      1246.796163  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    135761920      -585728
PREV: 1199230      +604191 1248.339959  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    135761920            0
NEXT: 1199231      +604192 1248.339964  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    135745536       -16384
NEXT: 1199232      +1      1248.339967  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    135712768       -32768
NEXT: 1199233      +1      1248.339970  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    135696384       -16384
NEXT: 1199234      +1      1248.339973  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    135680000       -16384
PREV: 1199243      +9      1248.339996  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    135680000            0
NEXT: 1199244      +10     1248.339997  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    135663616       -16384
NEXT: 1199245      +1      1248.340001  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    135630848       -32768
NEXT: 1199246      +1      1248.340003  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    135614464       -16384
NEXT: 1199247      +1      1248.340007  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    135589888       -24576
NEXT: 1199248      +1      1248.340009  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    135577600       -12288
NEXT: 1199249      +1      1248.340012  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    135565312       -12288
NEXT: 1199250      +1      1248.340015  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    135548928       -16384
PREV: 1199275      +25     1248.340076  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    135548928            0
NEXT: 1199276      +26     1248.340079  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    135532544       -16384
NEXT: 1199277      +1      1248.340082  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    135512064       -20480
